0,463.26
1,444.37
2,488.56
3,446.48
4,473.9
5,443.67
6,467.35
7,478.42
8,475.98
9,477.5
10,453.02
11,453.99
12,440.29
13,451.28
14,433.99
15,462.19
16,467.54
17,477.2
18,459.85
19,464.3
20,468.27
21,495.24
22,483.8
23,443.61
24,436.06
25,443.25
26,464.16
27,475.52
28,484.41
29,437.89
30,445.11
31,438.86
32,440.98
33,436.65
34,444.26
35,465.86
36,444.37
37,450.69
38,469.02
39,448.86
40,447.14
41,469.18
42,482.8
43,476.7
44,474.99
45,444.22
46,461.33
47,448.06
48,474.6
49,473.05
50,432.06
51,467.41
52,430.12
53,473.62
54,471.81
55,442.99
56,442.77
57,491.49
58,447.46
59,446.11
60,442.44
61,446.22
62,471.49
63,463.5
64,440.01
65,441.03
66,452.68
67,474.91
68,478.77
69,434.2
70,437.91
71,477.61
72,431.65
73,430.57
74,481.09
75,445.56
76,475.74
77,435.12
78,446.15
79,436.64
80,436.69
81,468.75
82,466.6
83,465.48
84,441.34
85,441.83
86,464.7
87,437.99
88,459.12
89,429.69
90,459.8
91,433.63
92,442.84
93,485.13
94,459.12
95,445.31
96,480.8
97,432.55
98,443.86
99,449.77
100,470.71
101,452.17
102,478.29
103,428.54
104,478.27
105,439.58
106,457.32
107,475.51
108,439.66
109,471.99
110,479.81
111,434.78
112,446.58
113,437.76
114,459.36
115,462.28
116,464.33
117,444.36
118,438.64
119,470.49
120,455.13
121,450.22
122,440.43
123,482.98
124,460.44
125,444.97
126,433.94
127,439.73
128,434.48
129,442.33
130,457.67
131,454.66
132,432.21
133,457.66
134,435.21
135,448.22
136,475.51
137,446.53
138,441.3
139,433.54
140,472.52
141,474.77
142,435.1
143,450.74
144,442.7
145,426.56
146,463.71
147,447.06
148,452.27
149,445.78
150,438.65
151,480.15
152,447.19
153,443.04
154,488.81
155,455.75
156,455.86
157,457.68
158,479.11
159,432.84
160,448.37
161,447.06
162,443.53
163,445.21
164,441.7
165,450.93
166,451.44
167,441.29
168,458.85
169,481.46
170,467.19
171,461.54
172,439.08
173,467.22
174,468.8
175,426.93
176,474.65
177,468.97
178,433.97
179,450.53
180,444.51
181,469.03
182,466.56
183,457.57
184,440.13
185,433.24
186,452.55
187,443.29
188,431.76
189,454.97
190,456.7
191,486.03
192,472.79
193,452.03
194,443.41
195,441.93
196,432.64
197,480.25
198,466.68
199,494.39
200,454.72
201,448.71
202,469.76
203,450.71
204,444.01
205,453.2
206,450.87
207,441.73
208,465.09
209,447.28
210,491.16
211,450.98
212,446.3
213,436.48
214,460.84
215,442.56
216,467.3
217,479.13
218,441.15
219,445.52
220,475.4
221,469.3
222,463.57
223,445.32
224,461.03
225,466.74
226,444.04
227,434.01
228,465.23
229,440.6
230,466.74
231,433.48
232,473.59
233,474.81
234,454.75
235,452.94
236,435.83
237,482.19
238,466.66
239,462.59
240,447.82
241,462.73
242,447.98
243,462.72
244,442.42
245,444.69
246,466.7
247,453.84
248,436.92
249,486.37
250,440.43
251,446.82
252,484.91
253,437.76
254,438.91
255,464.19
256,442.19
257,446.86
258,457.15
259,482.57
260,476.03
261,428.89
262,472.7
263,445.6
264,464.78
265,440.42
266,428.41
267,438.5
268,438.28
269,476.29
270,448.46
271,438.99
272,471.8
273,471.81
274,449.82
275,442.14
276,441.46
277,477.62
278,446.76
279,472.52
280,471.58
281,440.85
282,431.37
283,437.33
284,469.22
285,471.11
286,439.17
287,445.33
288,473.71
289,452.66
290,440.99
291,467.42
292,444.14
293,457.17
294,467.87
295,442.04
296,471.36
297,460.7
298,431.33
299,432.6
300,447.61
301,443.87
302,446.87
303,465.74
304,447.86
305,447.65
306,437.87
307,483.51
308,479.65
309,455.16
310,431.91
311,470.68
312,429.28
313,450.81
314,437.73
315,460.21
316,442.86
317,482.99
318,440.0
319,478.48
320,455.28
321,436.94
322,461.06
323,438.28
324,472.61
325,426.85
326,470.18
327,455.38
328,428.32
329,480.35
330,455.56
331,447.66
332,443.06
333,452.43
334,477.81
335,431.66
336,431.8
337,446.67
338,445.26
339,425.72
340,430.58
341,439.86
342,441.11
343,434.72
344,434.01
345,475.64
346,460.44
347,436.4
348,461.03
349,479.08
350,435.76
351,460.14
352,442.2
353,447.69
354,431.15
355,445.0
356,431.59
357,467.22
358,445.33
359,470.57
360,473.77
361,447.67
362,474.29
363,437.14
364,432.56
365,459.14
366,446.19
367,428.1
368,468.46
369,435.02
370,445.52
371,462.69
372,455.75
373,463.74
374,439.79
375,443.26
376,432.04
377,465.86
378,465.6
379,469.43
380,440.75
381,481.32
382,479.87
383,458.59
384,438.62
385,445.59
386,481.87
387,475.01
388,436.54
389,456.63
390,451.69
391,463.04
392,446.1
393,438.67
394,466.88
395,444.6
396,440.26
397,483.92
398,475.19
399,479.24
400,434.92
401,454.16
402,447.58
403,467.9
404,426.29
405,447.02
406,455.85
407,476.46
408,437.48
409,452.77
410,491.54
411,438.41
412,476.1
413,464.58
414,467.74
415,442.12
416,453.34
417,425.29
418,449.63
419,462.88
420,464.67
421,489.96
422,482.38
423,437.95
424,429.2
425,453.34
426,442.47
427,462.6
428,478.79
429,456.11
430,450.33
431,434.83
432,433.43
433,456.02
434,485.23
435,473.57
436,469.94
437,452.07
438,475.32
439,480.69
440,444.01
441,465.17
442,480.61
443,476.04
444,441.76
445,428.24
446,444.77
447,463.1
448,470.5
449,431.0
450,430.68
451,436.42
452,452.33
453,440.16
454,435.75
455,449.74
456,430.73
457,432.75
458,446.79
